,sigma,Pd_sv_GW,ismear,encut,n_kpts,n_equ_kpts,job_name,job_id,energy_tot,avg. plane waves,energy_tot_wo_kin_corr,volume,el_conv
118,0.2,1,-5,300.0,11.0,56,job__15_767755__300_000000__11_0,14550239,-3.44140532,186.06235912847484,-2.36110532,15.767754933808265,2.835000000001031e-05
119,0.2,1,-5,300.0,11.0,56,job__15_920840__300_000000__11_0,14550242,-3.41348134,187.54545454545453,-2.3331813400000003,15.920839948218443,0.0006874000000003
120,0.2,1,-5,300.0,11.0,56,job__16_073925__300_000000__11_0,14550245,-3.40650151,189.41172051089407,-2.32620151,16.07392508110609,1.0662947999999997
121,0.2,1,-5,300.0,11.0,56,job__16_227010__300_000000__11_0,14550248,-3.41543734,191.5274229902329,-2.33513734,16.227010113148015,0.0001362600000001
122,0.2,1,-5,300.0,11.0,56,job__16_380095__300_000000__11_0,14550250,-3.38956661,193.0961682945154,-2.30926661,16.38009497254192,8.900000003642106e-07
123,0.2,1,-5,300.0,11.0,56,job__16_533180__300_000000__11_0,14550252,-3.38607965,195.0796393688956,-2.30577965,16.533179971471505,0.0001370199999999
124,0.2,1,-5,300.0,11.0,56,job__16_686265__300_000000__11_0,14550255,-3.35604299,196.6123215627348,-2.2757429900000004,16.686265064426536,0.0001418100000001
125,0.2,1,-5,300.0,11.0,56,job__16_839350__300_000000__11_0,14550258,-3.37322533,198.9924868519909,-2.29292533,16.83935007265283,1.1099999999153454e-06
126,0.2,1,-5,320.0,11.0,56,job__13_777650__320_000000__11_0,14550261,-3.57898953,178.9038317054846,-3.06148953,13.77764995072907,5.633000000004884e-05
127,0.2,1,-5,320.0,11.0,56,job__13_930735__320_000000__11_0,14550263,-3.60623268,181.15777610818927,-3.08873268,13.93073492588776,5.968000000011742e-05
128,0.2,1,-5,320.0,11.0,56,job__14_083820__320_000000__11_0,14550265,-3.62816784,183.3576258452292,-3.11066784,14.083819930869728,6.586000000030623e-05
129,0.2,1,-5,320.0,11.0,56,job__14_236905__320_000000__11_0,14550268,-3.63329846,184.96243425995493,-3.11579846,14.236905074072936,1.4399999996861368e-06
130,0.2,1,-5,320.0,11.0,56,job__14_389990__320_000000__11_0,14550271,-3.6456343,186.96393688955672,-3.1281343,14.389989939999356,7.751000000011388e-05
131,0.2,1,-5,320.0,11.0,56,job__14_543075__320_000000__11_0,14550273,-3.65717491,189.0601051840721,-3.13967491,14.543074898634806,7.801000000018377e-05
132,0.2,1,-5,320.0,11.0,56,job__14_696160__320_000000__11_0,14550274,-3.66594458,191.0946656649136,-3.14844458,14.696159977431396,2.5600000000292056e-05
133,0.2,1,-5,320.0,11.0,56,job__14_849245__320_000000__11_0,14550276,-3.66838349,192.969947407964,-3.15088349,14.84924505609169,8.699000000023105e-05
134,0.2,1,-5,320.0,11.0,56,job__15_002330__320_000000__11_0,14550278,-3.67316883,195.0796393688956,-3.15566883,15.00233007103269,9.1579999999869e-05
135,0.2,1,-5,320.0,11.0,56,job__15_155415__320_000000__11_0,14550280,-3.67488807,197.099173553719,-3.15738807,15.155414997935566,9.579999999997924e-05
136,0.2,1,-5,320.0,11.0,56,job__15_308500__320_000000__11_0,14550282,-3.67046398,198.9924868519909,-3.15296398,15.308500067444031,1.4600000000086766e-06
137,0.2,1,-5,320.0,11.0,56,job__15_461585__320_000000__11_0,14550283,-3.67126492,201.06611570247927,-3.15376492,15.461585051942876,1.4899999998263525e-06
138,0.2,1,-5,320.0,11.0,56,job__15_614670__320_000000__11_0,14550285,-3.66146934,202.8512396694215,-3.14396934,15.61466994133548,1.9000000017754815e-07
139,0.2,1,-5,320.0,11.0,56,job__15_767755__320_000000__11_0,14550287,-3.6573996,204.92486851990984,-3.1398996,15.767754933808265,1.470000000391991e-06
140,0.2,1,-5,320.0,11.0,56,job__15_920840__320_000000__11_0,14550289,-3.65517486,207.11119459053344,-3.13767486,15.920839948218443,1.4199999998076862e-06
141,0.2,1,-5,320.0,11.0,56,job__16_073925__320_000000__11_0,14550290,-3.64531577,209.02854996243423,-3.12781577,16.07392508110609,3.576999999976849e-05
142,0.2,1,-5,320.0,11.0,56,job__16_227010__320_000000__11_0,14550292,-3.63252456,210.84973703981967,-3.11502456,16.227010113148015,0.0222290700000002
143,0.2,1,-5,320.0,11.0,56,job__16_380095__320_000000__11_0,14550294,-3.61872774,212.77911344853493,-3.10122774,16.38009497254192,4.10300000002195e-05
144,0.2,1,-5,320.0,11.0,56,job__16_533180__320_000000__11_0,14550296,-3.60579459,214.72652141247184,-3.08829459,16.533179971471505,4.0939999999878296e-05
145,0.2,1,-5,320.0,11.0,56,job__16_686265__320_000000__11_0,14550298,-3.59714553,216.8812922614576,-3.07964553,16.686265064426536,1.210000000195777e-06
146,0.2,1,-5,320.0,11.0,56,job__16_839350__320_000000__11_0,14550300,-3.58801975,218.9729526671676,-3.07051975,16.83935007265283,4.260000000000375e-05
147,0.2,1,-5,340.0,11.0,56,job__13_777650__340_000000__11_0,14550301,-3.63268407,196.3959429000752,-3.36298407,13.77764995072907,0.0271192400000002
148,0.2,1,-5,340.0,11.0,56,job__13_930735__340_000000__11_0,14550303,-3.65017638,198.25319308790384,-3.38047638,13.93073492588776,0.00502752
149,0.2,1,-5,340.0,11.0,56,job__14_083820__340_000000__11_0,14550306,-3.67136798,200.74154770848983,-3.40166798,14.083819930869728,0.0051930200000001
150,0.2,1,-5,340.0,11.0,56,job__14_236905__340_000000__11_0,14550307,-3.68161874,202.4184823441022,-3.41191874,14.236905074072936,6.754999999980527e-05
151,0.2,1,-5,340.0,11.0,56,job__14_389990__340_000000__11_0,14550309,-3.69696816,204.92486851990984,-3.42726816,14.389989939999356,7.044000000000494e-05
152,0.2,1,-5,340.0,11.0,56,job__14_543075__340_000000__11_0,14550311,-3.70709253,207.11119459053344,-3.4373925300000003,14.543074898634806,2.88100000003233e-05
153,0.2,1,-5,340.0,11.0,56,job__14_696160__340_000000__11_0,14550313,-3.71340688,209.1367392937641,-3.44370688,14.696159977431396,2.9000000001389026e-07
